id,AZ,non,non,non,EL,non,non,non,non;;;;;
4037771705,-46.5796795047041,0,0,0;;;4037771462,-59.9983282574612,0,0,0;;
4037771705,-46.5586322427182,0,0,0;;;4037771462,-59.8372171217774,0,0,0;;
4037771705,-46.5384382650785,0,0,0;;;4037771462,-59.6841402827892,0,0,0;;
4037771705,-46.5220401290778,0,0,0;;;4037771462,-59.5253077880044,0,0,0;;
4037771705,-46.5056728928762,0,0,0;;;4037771462,-59.3621884472296,0,0,0;;
4037771705,-46.4919482087782,0,0,0;;;4037771462,-59.1789095406333,0,0,0;;
4037771705,-46.4772309970922,0,0,0;;;4037771462,-59.000939281529,0,0,0;;
4037771705,-46.4655764312519,0,0,0;;;4037771462,-58.8199845434185,0,0,0;;
4037771705,-46.4541903372029,0,0,0;;;4037771462,-58.6268258529677,0,0,0;;
4037771705,-46.4450561115295,0,0,0;;;4037771462,-58.4079800988167,0,0,0;;
4037771705,-46.4358233417595,0,0,0;;;4037771462,-58.2078323011014,0,0,0;;
4037771705,-46.428509014145,0,0,0;;;4037771462,-58.0052719817712,0,0,0;;
4037771705,-46.4227843564189,0,0,0;;;4037771462,-57.8070628624637,0,0,0;;
4037771705,-46.4195816345238,0,0,0;;;4037771462,-57.5904854245875,0,0,0;;
4037771705,-46.41706346919,0,0,0;;;4037771462,-57.3944624901984,0,0,0;;
4037771705,-46.4169915323353,0,0,0;;;4037771462,-57.1910245733564,0,0,0;;
4037771705,-46.4171713755893,0,0,0;;;4037771462,-56.9799384225243,0,0,0;;
4037771705,-46.4187181813071,0,0,0;;;4037771462,-56.7516403770516,0,0,0;;
4037771705,-46.4232522685908,0,0,0;;;4037771462,-56.541558740339,0,0,0;;
4037771705,-46.4274646128223,0,0,0;;;4037771462,-56.3331929339573,0,0,0;;
4037771705,-46.4331202864815,0,0,0;;;4037771462,-56.1304738995994,0,0,0;;
4037771705,-46.440149980648,0,0,0;;;4037771462,-55.9123140395767,0,0,0;;
4037771705,-46.4499650151522,0,0,0;;;4037771462,-55.7153253781058,0,0,0;;
4037771705,-46.459863445369,0,0,0;;;4037771462,-55.5220938242903,0,0,0;;
4037771705,-46.4737909116845,0,0,0;;;4037771462,-55.3215072386704,0,0,0;;
4037771705,-46.4887198872562,0,0,0;;;4037771462,-55.1039564743703,0,0,0;;
4037771705,-46.5081441868667,0,0,0;;;4037771462,-54.9050016567008,0,0,0;;
4037771705,-46.5276848813965,0,0,0;;;4037771462,-54.7086457958876,0,0,0;;
4037771705,-46.5522366641811,0,0,0;;;4037771462,-54.5157231287215,0,0,0;;
4037771705,-46.5777740011846,0,0,0;;;4037771462,-54.3091584824078,0,0,0;;
4037771705,-46.6067681603419,0,0,0;;;4037771462,-54.1240355951467,0,0,0;;
4037771705,-46.636117635172,0,0,0;;;4037771462,-53.9403970841452,0,0,0;;
4037771705,-46.6687132500025,0,0,0;;;4037771462,-53.7601447966918,0,0,0;;
4037771705,-46.7006512041464,0,0,0;;;4037771462,-53.5620594151449,0,0,0;;
4037771705,-46.7336768739955,0,0,0;;;4037771462,-53.3804093269722,0,0,0;;
4037771705,-46.7650687858357,0,0,0;;;4037771462,-53.2045095171555,0,0,0;;
4037771705,-46.7980401116995,0,0,0;;;4037771462,-53.028582252187,0,0,0;;
4037771705,-46.8297790860094,0,0,0;;;4037771462,-52.8405653666502,0,0,0;;
4037771705,-46.8658376607218,0,0,0;;;4037771462,-52.6723748647982,0,0,0;;
4037771705,-46.9007915206499,0,0,0;;;4037771462,-52.5094685244513,0,0,0;;
4037771705,-46.9404315176751,0,0,0;;;4037771462,-52.3495613746554,0,0,0;;
4037771705,-46.9808673206572,0,0,0;;;4037771462,-52.1737398353006,0,0,0;;
4037771705,-47.0284359441718,0,0,0;;;4037771462,-52.0134431605448,0,0,0;;
4037771705,-47.074210113134,0,0,0;;;4037771462,-51.8505731126774,0,0,0;;
4037771705,-47.127093767461,0,0,0;;;4037771462,-51.6931272491997,0,0,0;;
4037771705,-47.1804977381364,0,0,0;;;4037771462,-51.5252869070363,0,0,0;;
4037771705,-47.2402011740754,0,0,0;;;4037771462,-51.3779411199878,0,0,0;;
4037771705,-47.2949837762445,0,0,0;;;4037771462,-51.2306277101571,0,0,0;;
4037771705,-47.3567645268764,0,0,0;;;4037771462,-51.0892577272861,0,0,0;;
4037771705,-47.4129350169232,0,0,0;;;4037771462,-50.9355936048736,0,0,0;;
4037771705,-47.473897826837,0,0,0;;;4037771462,-50.7967781255412,0,0,0;;
4037771705,-47.5286256856395,0,0,0;;;4037771462,-50.6585741971115,0,0,0;;
4037771705,-47.5888033108276,0,0,0;;;4037771462,-50.5200133336679,0,0,0;;
4037771705,-47.6450494533169,0,0,0;;;4037771462,-50.3731991880122,0,0,0;;
4037771705,-47.7069181944227,0,0,0;;;4037771462,-50.2440766424101,0,0,0;;
4037771705,-47.7686844460163,0,0,0;;;4037771462,-50.1172284343193,0,0,0;;
4037771705,-47.8413116932422,0,0,0;;;4037771462,-49.9954419593367,0,0,0;;
4037771705,-47.9140385175753,0,0,0;;;4037771462,-49.8628994429901,0,0,0;;
4037771705,-47.9981601672106,0,0,0;;;4037771462,-49.7449178805295,0,0,0;;
4037771705,-48.0826251991002,0,0,0;;;4037771462,-49.6260873855994,0,0,0;;
4037771705,-48.1783102072168,0,0,0;;;4037771462,-49.5077896873016,0,0,0;;
4037771705,-48.2714089220532,0,0,0;;;4037771462,-49.3825320471934,0,0,0;;
4037771705,-48.3746138808862,0,0,0;;;4037771462,-49.2715027411655,0,0,0;;
4037771705,-48.4710369027646,0,0,0;;;4037771462,-49.162266849518,0,0,0;;
4037771705,-48.5748573877177,0,0,0;;;4037771462,-49.0575344362283,0,0,0;;
4037771705,-48.6700447747073,0,0,0;;;4037771462,-48.9470191999989,0,0,0;;
4037771705,-48.7740211860181,0,0,0;;;4037771462,-48.8468672199312,0,0,0;;
4037771705,-48.8706177288407,0,0,0;;;4037771462,-48.7493054584639,0,0,0;;
4037771705,-48.9745269291007,0,0,0;;;4037771462,-48.6501472607567,0,0,0;;
4037771705,-49.0756877294639,0,0,0;;;4037771462,-48.5469932869191,0,0,0;;
4037771705,-49.1895649441788,0,0,0;;;4037771462,-48.4518211727326,0,0,0;;
4037771705,-49.3025980290971,0,0,0;;;4037771462,-48.3596463615442,0,0,0;;
4037771705,-49.4334459516741,0,0,0;;;4037771462,-48.2684836640582,0,0,0;;
4037771705,-49.5639179143537,0,0,0;;;4037771462,-48.1738493379817,0,0,0;;
4037771705,-49.7138688614049,0,0,0;;;4037771462,-48.0890660290384,0,0,0;;
4037771705,-49.8604101268712,0,0,0;;;4037771462,-48.0041586638905,0,0,0;;
4037771705,-50.0269439464818,0,0,0;;;4037771462,-47.9207954061717,0,0,0;;
4037771705,-50.1860131926589,0,0,0;;;4037771462,-47.8288881977547,0,0,0;;
4037771705,-50.359821443445,0,0,0;;;4037771462,-47.7476404914704,0,0,0;;
4037771705,-50.5238372249058,0,0,0;;;4037771462,-47.6687136807953,0,0,0;;
4037771705,-50.7024309208914,0,0,0;;;4037771462,-47.5945472023094,0,0,0;;
4037771705,-50.8662643882804,0,0,0;;;4037771462,-47.5143577867512,0,0,0;;
4037771705,-51.0465988655472,0,0,0;;;4037771462,-47.443824112317,0,0,0;;
4037771705,-51.2148073493644,0,0,0;;;4037771462,-47.3771699373329,0,0,0;;
4037771705,-51.4016479496408,0,0,0;;;4037771462,-47.3089643779195,0,0,0;;
4037771705,-51.5804648037929,0,0,0;;;4037771462,-47.2370093378203,0,0,0;;
4037771705,-51.7868354525347,0,0,0;;;4037771462,-47.1715668849333,0,0,0;;
4037771705,-51.9923495039123,0,0,0;;;4037771462,-47.1085480036607,0,0,0;;
4037771705,-52.2315993378759,0,0,0;;;4037771462,-47.0464055781389,0,0,0;;
4037771705,-52.4694637932564,0,0,0;;;4037771462,-46.983522316156,0,0,0;;
4037771705,-52.742738905278,0,0,0;;;4037771462,-46.92768154668,0,0,0;;
4037771705,-53.0111253598065,0,0,0;;;4037771462,-46.8735153155117,0,0,0;;
4037771705,-53.3161209272017,0,0,0;;;4037771462,-46.8214812517556,0,0,0;;
4037771705,-53.609053343059,0,0,0;;;4037771462,-46.7648097751043,0,0,0;;
4037771705,-53.9352580937539,0,0,0;;;4037771462,-46.7159720979708,0,0,0;;
4037771705,-54.2417258504099,0,0,0;;;4037771462,-46.6687313863284,0,0,0;;
4037771705,-54.5764109312134,0,0,0;;;4037771462,-46.6241973888568,0,0,0;;
4037771705,-54.8905735935382,0,0,0;;;4037771462,-46.5749774591075,0,0,0;;
4037771705,-55.2396387040561,0,0,0;;;4037771462,-46.5364243457674,0,0,0;;
4037771705,-55.5725120927213,0,0,0;;;4037771462,-46.4998448956776,0,0,0;;
4037771705,-55.9500699050556,0,0,0;;;4037771462,-46.4644964784752,0,0,0;;
4037771705,-56.3236075607736,0,0,0;;;4037771462,-46.4288262334112,0,0,0;;
4037771705,-56.7566452399541,0,0,0;;;4037771462,-46.3939076064822,0,0,0;;
4037771705,-57.1908725318443,0,0,0;;;4037771462,-46.3630690858336,0,0,0;;
4037771705,-57.7006698612494,0,0,0;;;4037771462,-46.3334011553577,0,0,0;;
4037771705,-58.2050138693826,0,0,0;;;4037771462,-46.3049627635052,0,0,0;;
4037771705,-58.7868034725314,0,0,0;;;4037771462,-46.2791135070003,0,0,0;;
4037771705,-59.3376362108411,0,0,0;;;4037771462,-46.2573738359209,0,0,0;;
4037771705,-59.9397611217207,0,0,0;;;4037771462,-46.2367381816648,0,0,0;;
4037771705,-60.4831473114503,0,0,0;;;4037771462,-46.2154183442301,0,0,0;;
4037771705,-61.0447693424194,0,0,0;;;4037771462,-46.1975988036737,0,0,0;;
4037771705,-61.5094566588233,0,0,0;;;4037771462,-46.1807196805131,0,0,0;;
4037771705,-61.9514507988772,0,0,0;;;4037771462,-46.1678648443088,0,0,0;;
4037771705,-62.2907539509776,0,0,0;;;4037771462,-46.1548903424919,0,0,0;;
4037771705,-62.5553181127145,0,0,0;;;4037771462,-46.1457435252194,0,0,0;;
4037771705,-62.6882259121457,0,0,0;;;4037771462,-46.1390281348995,0,0,0;;
4037771705,-62.5751713195578,0,0,0;;;4037771462,-46.1363295953097,0,0,0;;
4037771705,-62.3333555576368,0,0,0;;;4037771462,-46.1351535711451,0,0,0;;
4037771705,-61.9409172350998,0,0,0;;;4037771462,-46.1335281528261,0,0,0;;
4037771705,-61.4965871586515,0,0,0;;;4037771462,-46.1340122881781,0,0,0;;
4037771705,-60.9365421559465,0,0,0;;;4037771462,-46.1364333697927,0,0,0;;
4037771705,-60.3814775948292,0,0,0;;;4037771462,-46.140862236449,0,0,0;;
4037771705,-59.7662673017153,0,0,0;;;4037771462,-46.1503157298301,0,0,0;;
4037771705,-59.1997520233387,0,0,0;;;4037771462,-46.1593633156978,0,0,0;;
4037771705,-58.5974742937485,0,0,0;;;4037771462,-46.1697050457468,0,0,0;;
4037771705,-58.064735854742,0,0,0;;;4037771462,-46.1845798441297,0,0,0;;
4037771705,-57.5101318509182,0,0,0;;;4037771462,-46.2049523438699,0,0,0;;
4037771705,-57.0191263152328,0,0,0;;;4037771462,-46.2264212340461,0,0,0;;
4037771705,-56.5004858375376,0,0,0;;;4037771462,-46.2497304755359,0,0,0;;
4037771705,-56.0354254873994,0,0,0;;;4037771462,-46.2767929521113,0,0,0;;
4037771705,-55.5411946643961,0,0,0;;;4037771462,-46.3085257061576,0,0,0;;
4037771705,-55.0878164971777,0,0,0;;;4037771462,-46.3407997893983,0,0,0;;
4037771705,-54.5989855772635,0,0,0;;;4037771462,-46.3743673897028,0,0,0;;
4037771705,-54.1475849334894,0,0,0;;;4037771462,-46.4106710218403,0,0,0;;
4037771705,-53.6625633257719,0,0,0;;;4037771462,-46.454372037651,0,0,0;;
4037771705,-53.2212090970327,0,0,0;;;4037771462,-46.4953734044036,0,0,0;;
4037771705,-52.7548923229818,0,0,0;;;4037771462,-46.5402647181514,0,0,0;;
4037771705,-52.3403935213962,0,0,0;;;4037771462,-46.5883038738697,0,0,0;;
4037771705,-51.9080161841905,0,0,0;;;4037771462,-46.643831700236,0,0,0;;
4037771705,-51.529386287638,0,0,0;;;4037771462,-46.6968014471006,0,0,0;;
4037771705,-51.1402031651397,0,0,0;;;4037771462,-46.7544408033449,0,0,0;;
4037771705,-50.8009555155292,0,0,0;;;4037771462,-46.8143349885014,0,0,0;;
4037771705,-50.4506222858998,0,0,0;;;4037771462,-46.884630735768,0,0,0;;
4037771705,-50.1437620396156,0,0,0;;;4037771462,-46.9513196808312,0,0,0;;
4037771705,-49.8236488618907,0,0,0;;;4037771462,-47.0209371734402,0,0,0;;
4037771705,-49.5355440087653,0,0,0;;;4037771462,-47.095442622025,0,0,0;;
4037771705,-49.227013161009,0,0,0;;;4037771462,-47.1805345752641,0,0,0;;
4037771705,-48.9447871404053,0,0,0;;;4037771462,-47.2647744453928,0,0,0;;
4037771705,-48.6405843295898,0,0,0;;;4037771462,-47.3503166698114,0,0,0;;
4037771705,-48.3604312529865,0,0,0;;;4037771462,-47.4380357030632,0,0,0;;
4037771705,-48.0580421888395,0,0,0;;;4037771462,-47.5383898195506,0,0,0;;
4037771705,-47.7823111220117,0,0,0;;;4037771462,-47.6321881869764,0,0,0;;
4037771705,-47.4895515258641,0,0,0;;;4037771462,-47.7330364103189,0,0,0;;
4037771705,-47.2264902479739,0,0,0;;;4037771462,-47.8358264813841,0,0,0;;
4037771705,-46.9531240128852,0,0,0;;;4037771462,-47.9562966278923,0,0,0;;
4037771705,-46.7116954269825,0,0,0;;;4037771462,-48.0723638461708,0,0,0;;
4037771705,-46.4619240260145,0,0,0;;;4037771462,-48.1947805216081,0,0,0;;
4037771705,-46.2417709425701,0,0,0;;;4037771462,-48.3196143218102,0,0,0;;
4037771705,-46.0125943800848,0,0,0;;;4037771462,-48.4604959710979,0,0,0;;
4037771705,-45.8059554340091,0,0,0;;;4037771462,-48.5941469511921,0,0,0;;
4037771705,-45.5873314284916,0,0,0;;;4037771462,-48.7347839135489,0,0,0;;
4037771705,-45.3878346177931,0,0,0;;;4037771462,-48.8800123720097,0,0,0;;
4037771705,-45.17375045151,0,0,0;;;4037771462,-49.0449059374043,0,0,0;;
4037771705,-44.9765399144221,0,0,0;;;4037771462,-49.2058950002768,0,0,0;;
4037771705,-44.7620979092691,0,0,0;;;4037771462,-49.3744931616166,0,0,0;;
4037771705,-44.5638287570272,0,0,0;;;4037771462,-49.5474021068993,0,0,0;;
4037771705,-44.3501158425681,0,0,0;;;4037771462,-49.7450226968137,0,0,0;;
4037771705,-44.1554688180431,0,0,0;;;4037771462,-49.9301491608497,0,0,0;;
4037771705,-43.9487490199764,0,0,0;;;4037771462,-50.1248354906843,0,0,0;;
4037771705,-43.7627189063258,0,0,0;;;4037771462,-50.3262829424758,0,0,0;;
4037771705,-43.5688173993655,0,0,0;;;4037771462,-50.5591222140865,0,0,0;;
4037771705,-43.3963818442106,0,0,0;;;4037771462,-50.7826516491774,0,0,0;;
4037771705,-43.2158503448279,0,0,0;;;4037771462,-51.0138445761934,0,0,0;;
4037771705,-43.0554175522695,0,0,0;;;4037771462,-51.2556618914224,0,0,0;;
4037771705,-42.8865322624054,0,0,0;;;4037771462,-51.5301130091352,0,0,0;;
4037771705,-42.7340160103196,0,0,0;;;4037771462,-51.7894798443144,0,0,0;;
4037771705,-42.570607991907,0,0,0;;;4037771462,-52.0621666222684,0,0,0;;
4037771705,-42.4207912964982,0,0,0;;;4037771462,-52.3458132805854,0,0,0;;
4037771705,-42.2569227310741,0,0,0;;;4037771462,-52.6683381249661,0,0,0;;
4037771705,-42.1044474175557,0,0,0;;;4037771462,-52.980225276136,0,0,0;;
4037771705,-41.9386080078755,0,0,0;;;4037771462,-53.3050721174839,0,0,0;;
4037771705,-41.7853456663744,0,0,0;;;4037771462,-53.6464827328835,0,0,0;;
4037771705,-41.6194896269559,0,0,0;;;4037771462,-54.0326324987414,0,0,0;;
4037771705,-41.4677613473068,0,0,0;;;4037771462,-54.3999510283185,0,0,0;;
4037771705,-41.3069666709058,0,0,0;;;4037771462,-54.7783446186454,0,0,0;;
4037771705,-41.1619108034431,0,0,0;;;4037771462,-55.165657644399,0,0,0;;
4037771705,-41.0103930953733,0,0,0;;;4037771462,-55.596301154994,0,0,0;;
4037771705,-40.8756198788014,0,0,0;;;4037771462,-55.9957566350336,0,0,0;;
4037771705,-40.7341886105507,0,0,0;;;4037771462,-56.399688537569,0,0,0;;
4037771705,-40.6067706341662,0,0,0;;;4037771462,-56.7961379201178,0,0,0;;
4037771705,-40.4720829969203,0,0,0;;;4037771462,-57.2122942829115,0,0,0;;
4037771705,-40.3490874972419,0,0,0;;;4037771462,-57.5682703654857,0,0,0;;
4037771705,-40.2160172520187,0,0,0;;;4037771462,-57.8884541269653,0,0,0;;
4037771705,-40.0926794661655,0,0,0;;;4037771462,-58.1546773726117,0,0,0;;
4037771705,-39.9583713001442,0,0,0;;;4037771462,-58.3749371467793,0,0,0;;
4037771705,-39.8331339907464,0,0,0;;;4037771462,-58.4985325806552,0,0,0;;
4037771705,-39.695961927431,0,0,0;;;4037771462,-58.4860505845112,0,0,0;;
4037771705,-39.5699604142868,0,0,0;;;4037771462,-58.3377901379228,0,0,0;;
4037771705,-39.4344519370403,0,0,0;;;4037771462,-58.1191457344719,0,0,0;;
4037771705,-39.3115422347727,0,0,0;;;4037771462,-57.8357491338928,0,0,0;;
4037771705,-39.1814144674957,0,0,0;;;4037771462,-57.4935194288141,0,0,0;;
4037771705,-39.0650484507084,0,0,0;;;4037771462,-57.0722824255592,0,0,0;;
