id,AZ,non,non,non,EL,non,non,non,non;;;
4037771562,-76.0348163225135,0,0,0;;;4037771400,-78.5184374527695,0,0,0
4037771562,-76.2445590684584,0,0,0;;;4037771400,-79.0484250365819,0,0,0
4037771562,-76.4761198708626,0,0,0;;;4037771400,-79.5834605916336,0,0,0
4037771562,-76.866744407501,0,0,0;;;4037771400,-80.301580122925,0,0,0
4037771562,-77.4211408079645,0,0,0;;;4037771400,-81.0218874643009,0,0,0
4037771562,-78.2418067958974,0,0,0;;;4037771400,-81.8058581110584,0,0,0
4037771562,-79.1958514695483,0,0,0;;;4037771400,-82.7721301189378,0,0,0
4037771562,-80.34147501259,0,0,0;;;4037771400,-83.8941567266915,0,0,0
4037771562,-81.6162578768885,0,0,0;;;4037771400,-84.4599402438694,0,0,0
4037771562,-83.5017929347965,0,0,0;;;4037771400,-84.946790680105,0,0,0
4037771562,-86.2376525140603,0,0,0;;;4037771400,-84.7041882737844,0,0,0
4037771562,-90.0490884068087,0,0,0;;;4037771400,-84.4270663467431,0,0,0
4037771562,-95.9064481843706,0,0,0;;;4037771400,-84.0400270880107,0,0,0
4037771562,-91.7209119127852,0,0,0;;;4037771400,-83.5019761592033,0,0,0
4037771562,-87.5329592440182,0,0,0;;;4037771400,-82.7687408340882,0,0,0
4037771562,-84.3944456660441,0,0,0;;;4037771400,-82.4395834408558,0,0,0
4037771562,-82.0305367695024,0,0,0;;;4037771400,-81.9218854295493,0,0,0
4037771562,-80.5557737605766,0,0,0;;;4037771400,-81.834719960476,0,0,0
4037771562,-79.6311120174096,0,0,0;;;4037771400,-81.6316991007654,0,0,0
4037771562,-78.8587531192024,0,0,0;;;4037771400,-81.6614784721418,0,0,0
4037771562,-78.3578120102308,0,0,0;;;4037771400,-81.7997941334053,0,0,0
4037771562,-78.0412069508067,0,0,0;;;4037771400,-81.8195175593989,0,0,0
4037771562,-77.9322791297743,0,0,0;;;4037771400,-82.0879123120795,0,0,0
4037771562,-77.9875625828364,0,0,0;;;4037771400,-82.2221026617535,0,0,0
4037771562,-78.148491033333,0,0,0;;;4037771400,-82.5001524606251,0,0,0
4037771562,-78.4513268877329,0,0,0;;;4037771400,-82.585996789741,0,0,0
4037771562,-79.1131604506957,0,0,0;;;4037771400,-82.3100496447221,0,0,0
4037771562,-79.9491914979317,0,0,0;;;4037771400,-82.1444929929236,0,0,0
4037771562,-80.9186445093416,0,0,0;;;4037771400,-81.8013097309729,0,0,0
4037771562,-82.3567981769419,0,0,0;;;4037771400,-81.1474990480451,0,0,0
4037771562,-84.2997082897917,0,0,0;;;4037771400,-80.8912390993672,0,0,0
4037771562,-86.2890104738169,0,0,0;;;4037771400,-80.6145137288546,0,0,0
4037771562,-88.9153463010219,0,0,0;;;4037771400,-80.2824706484276,0,0,0
4037771562,-91.1978731688883,0,0,0;;;4037771400,-80.0762378838675,0,0,0
4037771562,-91.3303104346712,0,0,0;;;4037771400,-79.9479486068649,0,0,0
4037771562,-89.1448648690949,0,0,0;;;4037771400,-79.983531478991,0,0,0
4037771562,-88.107315258426,0,0,0;;;4037771400,-80.0526585147472,0,0,0
4037771562,-86.2941630111995,0,0,0;;;4037771400,-80.5224525635083,0,0,0
4037771562,-86.0102271387757,0,0,0;;;4037771400,-81.030205290781,0,0,0
4037771562,-85.7619014645846,0,0,0;;;4037771400,-81.504798600314,0,0,0
4037771562,-85.6129075892685,0,0,0;;;4037771400,-82.2380269299191,0,0,0
4037771562,-85.5724969734524,0,0,0;;;4037771400,-83.3884215302686,0,0,0
4037771562,-85.9853213449714,0,0,0;;;4037771400,-84.670378661893,0,0,0
4037771562,-86.0377062488443,0,0,0;;;4037771400,-86.0602551333224,0,0,0
4037771562,-86.1030045556816,0,0,0;;;4037771400,-88.0173475322153,0,0,0
4037771562,-87.1151902602255,0,0,0;;;4037771400,-89.9041552754353,0,0,0
4037771562,-88.0946235452812,0,0,0;;;4037771400,-91.9640826778511,0,0,0
4037771562,-87.4560269984192,0,0,0;;;4037771400,-94.195948173773,0,0,0
4037771562,-86.5080927167902,0,0,0;;;4037771400,-95.1142559161749,0,0,0
4037771562,-85.4336891741379,0,0,0;;;4037771400,-96.0157685758899,0,0,0
4037771562,-84.3161103050763,0,0,0;;;4037771400,-95.6125857337221,0,0,0
4037771562,-83.5881736971747,0,0,0;;;4037771400,-95.4214369865691,0,0,0
4037771562,-82.6465489576558,0,0,0;;;4037771400,-95.1847300523869,0,0,0
4037771562,-81.9348451265742,0,0,0;;;4037771400,-94.6963209889806,0,0,0
4037771562,-81.0811463376534,0,0,0;;;4037771400,-92.7668210081072,0,0,0
4037771562,-80.9701475314921,0,0,0;;;4037771400,-92.1217882688138,0,0,0
4037771562,-80.7768590103879,0,0,0;;;4037771400,-90.5187063508068,0,0,0
4037771562,-80.1780951980286,0,0,0;;;4037771400,-89.7136258190763,0,0,0
4037771562,-79.9566424009304,0,0,0;;;4037771400,-89.060380046656,0,0,0
4037771562,-80.0440451760438,0,0,0;;;4037771400,-88.4626306581116,0,0,0
4037771562,-80.7700347724206,0,0,0;;;4037771400,-88.3041718359548,0,0,0
4037771562,-82.1800914534673,0,0,0;;;4037771400,-88.2881639257141,0,0,0
4037771562,-83.2241297204819,0,0,0;;;4037771400,-88.5974767875148,0,0,0
4037771562,-84.6935891702847,0,0,0;;;4037771400,-89.2476745902031,0,0,0
4037771562,-87.0110146462674,0,0,0;;;4037771400,-90.5269805973369,0,0,0
4037771562,-90.1168538372014,0,0,0;;;4037771400,-92.0327268143673,0,0,0
4037771562,-95.3480659194118,0,0,0;;;4037771400,-94.6429717870202,0,0,0
4037771562,-98.2852555031934,0,0,0;;;4037771400,-98.4537618774195,0,0,0
4037771562,-96.6547833071081,0,0,0;;;4037771400,-97.875485725176,0,0,0
4037771562,-90.5770322140256,0,0,0;;;4037771400,-93.1165989616629,0,0,0
4037771562,-88.637566188972,0,0,0;;;4037771400,-89.6985624905439,0,0,0
4037771562,-87.249348961809,0,0,0;;;4037771400,-87.3981597517336,0,0,0
4037771562,-85.5986235411464,0,0,0;;;4037771400,-85.7204927085571,0,0,0
4037771562,-85.5559117999828,0,0,0;;;4037771400,-84.1624907783972,0,0,0
4037771562,-84.3944456660441,0,0,0;;;4037771400,-83.4139334451652,0,0,0
4037771562,-83.1700062326271,0,0,0;;;4037771400,-82.8401950348818,0,0,0
4037771562,-82.9410432893072,0,0,0;;;4037771400,-82.3454792983766,0,0,0
4037771562,-82.5908483474066,0,0,0;;;4037771400,-81.9372682187254,0,0,0
4037771562,-82.4904806676488,0,0,0;;;4037771400,-81.8119263251821,0,0,0
4037771562,-82.0637252528212,0,0,0;;;4037771400,-81.807374767189,0,0,0
4037771562,-82.5321596806256,0,0,0;;;4037771400,-81.8210366027113,0,0,0
4037771562,-83.1646123866839,0,0,0;;;4037771400,-81.7997941334053,0,0,0
4037771562,-82.7470338996535,0,0,0;;;4037771400,-81.8697867909171,0,0,0
4037771562,-82.0922738065022,0,0,0;;;4037771400,-82.0644453769529,0,0,0
4037771562,-81.3263809079002,0,0,0;;;4037771400,-82.0177008585119,0,0,0
4037771562,-81.2323455413298,0,0,0;;;4037771400,-81.7303609852641,0,0,0
4037771562,-80.759127131539,0,0,0;;;4037771400,-81.2735273721337,0,0,0
4037771562,-80.6413826674728,0,0,0;;;4037771400,-80.5591600228449,0,0,0
4037771562,-80.7197013635032,0,0,0;;;4037771400,-79.8675061998485,0,0,0
4037771562,-81.0374205910759,0,0,0;;;4037771400,-79.089370190326,0,0,0
4037771562,-80.4921162953096,0,0,0;;;4037771400,-78.2042772168488,0,0,0
4037771562,-80.79873267178,0,0,0;;;4037771400,-77.442288871851,0,0,0
4037771562,-82.0163518622049,0,0,0;;;4037771400,-76.6860970807842,0,0,0
4037771562,-82.3175804729709,0,0,0;;;4037771400,-76.0880943941694,0,0,0
4037771562,-81.146438077949,0,0,0;;;4037771400,-75.4582362552474,0,0,0
4037771562,-80.6926150715349,0,0,0;;;4037771400,-74.9788000222208,0,0,0
4037771562,-80.2793633583278,0,0,0;;;4037771400,-74.6240450173174,0,0,0
4037771562,-80.7075020782983,0,0,0;;;4037771400,-74.4305216097707,0,0,0
4037771562,-79.2449308714108,0,0,0;;;4037771400,-74.3036475323182,0,0,0
4037771562,-78.9423618469034,0,0,0;;;4037771400,-74.2851261429838,0,0,0
4037771562,-79.2678533354319,0,0,0;;;4037771400,-74.3299005176681,0,0,0
4037771562,-79.2586770893351,0,0,0;;;4037771400,-74.5172377873039,0,0,0
4037771562,-79.2862349617894,0,0,0;;;4037771400,-74.7469716310858,0,0,0
4037771562,-79.8381882026765,0,0,0;;;4037771400,-75.1561190970658,0,0,0
4037771562,-79.5976702559392,0,0,0;;;4037771400,-75.6913639269683,0,0,0
4037771562,-79.1233127903895,0,0,0;;;4037771400,-76.3616694960498,0,0,0
4037771562,-79.5679199540841,0,0,0;;;4037771400,-77.2382363505147,0,0,0
4037771562,-80.7550402950592,0,0,0;;;4037771400,-78.3050368832497,0,0,0
4037771562,-81.7694976337272,0,0,0;;;4037771400,-79.6838424864823,0,0,0
4037771562,-83.198830117672,0,0,0;;;4037771400,-81.1657940265027,0,0,0
4037771562,-84.1978915145413,0,0,0;;;4037771400,-82.9536814985707,0,0,0
4037771562,-87.1293643652607,0,0,0;;;4037771400,-84.7807445355637,0,0,0
4037771562,-91.2069422270216,0,0,0;;;4037771400,-86.2554800037532,0,0,0
4037771562,-91.5966549763448,0,0,0;;;4037771400,-86.7368519241116,0,0,0
4037771562,-91.2981574484755,0,0,0;;;4037771400,-86.2276810897078,0,0,0
4037771562,-88.8840394963072,0,0,0;;;4037771400,-85.557804351817,0,0,0
4037771562,-87.126527693244,0,0,0;;;4037771400,-85.3523618281255,0,0,0
4037771562,-84.7970836807143,0,0,0;;;4037771400,-85.3182101865999,0,0,0
4037771562,-84.494416246329,0,0,0;;;4037771400,-85.4926453296047,0,0,0
4037771562,-84.384097928773,0,0,0;;;4037771400,-86.2453610107485,0,0,0
4037771562,-84.6061537461842,0,0,0;;;4037771400,-87.0003278145692,0,0,0
4037771562,-87.0390472335754,0,0,0;;;4037771400,-87.8850413062113,0,0,0
4037771562,-93.3465152171715,0,0,0;;;4037771400,-87.4531889131637,0,0,0
4037771562,-89.7179718028156,0,0,0;;;4037771400,-85.9032843395433,0,0,0
4037771562,-86.2044319483232,0,0,0;;;4037771400,-83.8269132726586,0,0,0
4037771562,-83.5411210921969,0,0,0;;;4037771400,-82.0301414867428,0,0,0
4037771562,-81.0656055420276,0,0,0;;;4037771400,-80.5631021815985,0,0,0
4037771562,-78.6670970680696,0,0,0;;;4037771400,-79.2675542807524,0,0,0
4037771562,-77.2830693958429,0,0,0;;;4037771400,-78.3660585472956,0,0,0
4037771562,-76.5505015606502,0,0,0;;;4037771400,-77.6315334470328,0,0,0
4037771562,-75.773807085492,0,0,0;;;4037771400,-77.1517245669671,0,0,0
4037771562,-75.5114717667172,0,0,0;;;4037771400,-76.9274583901895,0,0,0
4037771562,-75.5802564469707,0,0,0;;;4037771400,-76.9257289084498,0,0,0
4037771562,-75.7699702227924,0,0,0;;;4037771400,-77.0126276337438,0,0,0
4037771562,-76.1270553179567,0,0,0;;;4037771400,-77.269664704594,0,0,0
4037771562,-76.4321258786053,0,0,0;;;4037771400,-77.7514644656794,0,0,0
4037771562,-77.0000724709433,0,0,0;;;4037771400,-78.6208283882006,0,0,0
4037771562,-78.5448035066969,0,0,0;;;4037771400,-79.6553816307478,0,0,0
4037771562,-80.2459040784032,0,0,0;;;4037771400,-81.0315923699341,0,0,0
4037771562,-82.8851684422057,0,0,0;;;4037771400,-82.8316576942711,0,0,0
4037771562,-87.3593533670606,0,0,0;;;4037771400,-84.6220067543882,0,0,0
4037771562,-88.5202328195279,0,0,0;;;4037771400,-86.478536062514,0,0,0
4037771562,-84.8318577129508,0,0,0;;;4037771400,-86.6120067127364,0,0,0
4037771562,-81.8525505977062,0,0,0;;;4037771400,-85.2300392847992,0,0,0
4037771562,-79.4710480964876,0,0,0;;;4037771400,-83.8518286836737,0,0,0
4037771562,-77.9984633014399,0,0,0;;;4037771400,-82.6844357013437,0,0,0
4037771562,-76.9533503293799,0,0,0;;;4037771400,-81.9882255840891,0,0,0
4037771562,-76.1430580669688,0,0,0;;;4037771400,-81.6316991007654,0,0,0
4037771562,-75.4654222204398,0,0,0;;;4037771400,-81.4945506255088,0,0,0
4037771562,-75.0073288618066,0,0,0;;;4037771400,-81.5473837742906,0,0,0
4037771562,-74.8713693930389,0,0,0;;;4037771400,-81.8438541893133,0,0,0
4037771562,-74.9918829076059,0,0,0;;;4037771400,-82.4673600115263,0,0,0
4037771562,-75.6806681103576,0,0,0;;;4037771400,-83.2781287769267,0,0,0
4037771562,-76.3686045106746,0,0,0;;;4037771400,-84.2907424882951,0,0,0
4037771562,-76.9471982267787,0,0,0;;;4037771400,-86.0010581552722,0,0,0
4037771562,-77.6201024111136,0,0,0;;;4037771400,-87.0030861155254,0,0,0
4037771562,-79.2072405613762,0,0,0;;;4037771400,-87.1421300585731,0,0,0
4037771562,-81.1208306540316,0,0,0;;;4037771400,-86.4035457784608,0,0,0
4037771562,-82.6974977182904,0,0,0;;;4037771400,-85.140527843256,0,0,0
4037771562,-84.7819137099255,0,0,0;;;4037771400,-83.9735954858821,0,0,0
4037771562,-86.3148037804865,0,0,0;;;4037771400,-83.0266799001786,0,0,0
4037771562,-83.4125631072438,0,0,0;;;4037771400,-82.1935123436322,0,0,0
4037771562,-81.8479156511511,0,0,0;;;4037771400,-81.5694927875124,0,0,0
4037771562,-80.0540902970917,0,0,0;;;4037771400,-81.3264641060117,0,0,0
4037771562,-78.7618551253449,0,0,0;;;4037771400,-81.0246591881818,0,0,0
4037771562,-77.8334524633994,0,0,0;;;4037771400,-80.9997454568974,0,0,0
4037771562,-77.1282995275333,0,0,0;;;4037771400,-81.1012302771259,0,0,0
4037771562,-76.6272191279167,0,0,0;;;4037771400,-80.9983634537699,0,0,0
4037771562,-76.4172350693498,0,0,0;;;4037771400,-81.289231647618,0,0,0
4037771562,-76.3161587702398,0,0,0;;;4037771400,-81.6584959363968,0,0,0
4037771562,-76.0712767422824,0,0,0;;;4037771400,-82.0957487341539,0,0,0
4037771562,-76.0919527081534,0,0,0;;;4037771400,-82.6175758339253,0,0,0
4037771562,-76.2348410425828,0,0,0;;;4037771400,-83.1055793190944,0,0,0
4037771562,-76.6153722309627,0,0,0;;;4037771400,-83.750695697831,0,0,0
4037771562,-76.9709518139748,0,0,0;;;4037771400,-84.6451075383188,0,0,0
4037771562,-78.0024305933789,0,0,0;;;4037771400,-85.3341309104777,0,0,0
4037771562,-78.5258167952097,0,0,0;;;4037771400,-86.2960742748706,0,0,0
4037771562,-80.2164125440663,0,0,0;;;4037771400,-87.2068454410917,0,0,0
4037771562,-81.9068085177279,0,0,0;;;4037771400,-88.3943654555273,0,0,0
4037771562,-83.0379260479747,0,0,0;;;4037771400,-89.9621387326729,0,0,0
4037771562,-84.093253098313,0,0,0;;;4037771400,-91.6193782796645,0,0,0
